=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-6_2-27-9
====================================================================================
2:27:9 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
4:21:12 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:21:14 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:21:22 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:21:24 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:21:27 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:21:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4300.275391, 343.010712, 10907.988281>)
4:21:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4300.769531, 341.370667, 10908.063477>)
4:21:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4275.103516, 339.000000, 10916.056641>)
4:21:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4258.118164, 339.000031, 10921.562500>)
4:21:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4239.687012, 338.969818, 10928.404297>)
4:21:44 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4213.185059, 338.057343, 10947.175781>)
4:21:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4192.613281, 339.484100, 10978.078125>)
4:21:57 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4168.800293, 338.391785, 11008.643555>)
4:26:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4810.229004, 346.943604, 10371.372070>)
4:28:13 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4824.030762, 339.055725, 10375.710938>)
4:28:14 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4829.045898, 339.059998, 10367.806641>)
4:28:14 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4836.382813, 338.923004, 10354.771484>)
4:28:15 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4843.501465, 338.920013, 10343.463867>)
4:28:16 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4851.196777, 338.943512, 10332.358398>)
4:28:16 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4858.833496, 338.950043, 10321.484375>)
4:28:17 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4862.858398, 339.773987, 10315.571289>)
4:28:17 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4871.290039, 338.951752, 10303.716797>)
4:28:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4881.177734, 338.968201, 10290.401367>)
4:28:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4889.734375, 338.964722, 10278.582031>)
4:28:25 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4891.247070, 338.959991, 10271.841797>)
4:28:25 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4896.778320, 338.970001, 10259.939453>)
4:28:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4918.589844, 339.392426, 10243.162109>)
4:28:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4924.833496, 339.447083, 10257.744141>)
4:31:48 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:35:7 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:35:11 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:35:17 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:35:17 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:35:18 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:35:52 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:35:55 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:36:18 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:36:20 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:36:25 | "Survivor" (steamid=76561199061045416) Froze player controls (steamid=76561199231380369)
4:36:29 | "Survivor" (steamid=76561199061045416) Froze player controls (steamid=76561199231380369)
4:36:34 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:36:41 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:36:46 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:36:47 | "Survivor" (steamid=76561199061045416) Froze player controls (steamid=76561199231380369)
4:36:52 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:37:7 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:37:7 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:37:14 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:37:19 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:41:1 | "Survivor" (steamid=76561199061045416) Spawned Item: (CarTent) on "[u.s.a.] eder" (steamid=76561199231380369)
4:41:1 | "Survivor" (steamid=76561199061045416) Spawned Item: (CarTent)
4:41:7 | "Survivor" (steamid=76561199061045416) deleted the preset: (Civilian Sedan Car)
4:41:12 | "Survivor" (steamid=76561199061045416) edited preset: (Civilian Sedan Car)
4:41:58 | (steamid=76561199061045416) Spawned preset: (Civilian Sedan Car)
4:41:58 | "Survivor" (steamid=76561199061045416) spawned preset: (Civilian Sedan Car)
4:42:58 | (steamid=76561199061045416) Spawned preset: (Civilian Sedan Car)
4:42:58 | "Survivor" (steamid=76561199061045416) spawned preset: (Civilian Sedan Car)
4:43:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4917.218262, 341.534515, 10252.749023>)
4:44:5 | (steamid=76561199061045416) Spawned preset: (Civilian Sedan Car)
4:44:5 | "Survivor" (steamid=76561199061045416) spawned preset: (Civilian Sedan Car)
4:44:6 | (steamid=76561199061045416) Spawned preset: (Civilian Sedan Car)
4:44:6 | "Survivor" (steamid=76561199061045416) spawned preset: (Civilian Sedan Car)
4:44:6 | (steamid=76561199061045416) Spawned preset: (Civilian Sedan Car)
4:44:6 | "Survivor" (steamid=76561199061045416) spawned preset: (Civilian Sedan Car)
4:44:35 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:44:37 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:44:41 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:44:43 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:44:49 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:44:49 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:46:2 | "76561199061045416" (steamid=76561199061045416) teleported to (pos=<1535.060059, 438.921082, 13567.700195>)
4:46:2 | "Survivor": (steamid=76561199061045416) teleported to (pos=1535.06,0,13567.7)
4:46:11 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1535.569214, 440.780640, 13564.875977>)
4:46:11 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1535.406250, 442.299622, 13564.341797>)
4:46:11 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1535.274536, 443.327820, 13563.573242>)
4:46:11 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1536.108398, 445.031372, 13558.303711>)
4:46:15 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1521.878052, 438.826385, 13554.298828>)
4:46:15 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1508.544312, 438.700623, 13550.617188>)
4:46:15 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1496.641235, 438.712006, 13547.363281>)
4:46:16 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1487.605469, 438.851410, 13545.614258>)
4:46:17 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1473.971558, 439.020538, 13548.861328>)
4:46:17 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1475.056152, 440.909546, 13549.209961>)
4:46:17 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1475.960693, 442.771271, 13549.749023>)
4:46:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1443.168091, 439.578796, 13540.861328>)
4:46:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1424.316406, 438.467072, 13535.973633>)
4:46:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1409.841553, 437.715881, 13531.786133>)
4:46:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1405.578369, 438.838562, 13530.952148>)
4:46:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1401.855347, 439.963348, 13529.957031>)
4:46:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1395.099121, 440.817780, 13527.419922>)
4:46:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1396.162109, 441.872986, 13528.551758>)
4:47:35 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:47:36 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:47:36 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:47:37 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:47:37 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:47:50 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:47:51 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:47:59 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
4:50:25 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:50:27 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:50:29 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:50:41 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:50:42 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:50:45 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:51:8 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:51:14 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:51:22 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:51:23 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:51:53 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:51:58 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:52:30 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
4:55:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4752.837891, 348.443573, 10471.263672>)
4:55:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4756.446289, 348.687408, 10516.370117>)
4:56:9 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4744.364258, 342.825989, 10492.404297>)
4:57:16 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4768.747070, 339.000000, 10476.382813>)
4:57:47 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4211.578613, 341.742554, 11022.263672>)
4:58:5 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4216.243164, 341.402893, 11046.003906>)
5:0:22 | [WeatherManager] Send Data Count is 1
5:0:35 | [TimeManager] Applying preset 9/20/1993 9:00
5:1:26 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4291.687012, 338.991058, 10986.445313>)
5:3:0 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
5:3:1 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
5:3:7 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
5:3:9 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
5:3:16 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
5:3:19 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
5:3:21 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
5:3:25 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
5:3:26 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
5:3:33 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4267.836426, 340.175995, 11001.547852>)
5:3:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4345.995117, 338.743652, 10914.457031>)
5:3:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4379.869629, 338.690002, 10877.440430>)
5:3:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4393.001465, 338.690033, 10860.382813>)
5:3:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4404.895020, 338.702148, 10843.083984>)
5:3:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4413.773926, 338.811096, 10832.817383>)
5:3:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4415.305664, 338.877045, 10816.892578>)
5:4:26 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4426.303223, 343.071716, 10800.841797>)
5:6:10 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4495.742188, 343.793915, 10725.614258>)
5:6:16 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4555.766113, 339.000031, 10647.673828>)
5:6:17 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4570.610840, 339.264832, 10635.711914>)
5:6:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4583.204102, 339.000000, 10622.809570>)
5:6:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4627.744629, 340.088470, 10580.570313>)
5:6:27 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4622.565918, 338.999969, 10573.854492>)
5:6:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4631.693848, 343.854218, 10555.839844>)
5:6:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4765.966309, 338.985229, 10375.833008>)
5:6:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4781.109375, 338.989990, 10356.376953>)
5:6:45 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4798.136719, 338.989990, 10335.725586>)
5:6:46 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4803.569336, 338.989990, 10329.798828>)
5:6:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4811.238281, 338.990021, 10321.537109>)
5:6:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4811.392578, 338.989990, 10310.096680>)
5:6:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4820.450684, 338.989990, 10304.915039>)
